,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,0000277595-03-000043,https://www.sec.gov/Archives/edgar/data/0000277595/000027759503000043/0000277595-03-000043.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759503000043/tenq603.htm,,2003-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2003-06-30_10-Q_0000277595-03-000043.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2003-06-30_10-Q_0000277595-03-000043.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-03-000043:tenq603.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2003-06-30', 'root_form': '10-Q', 'file_num': ['033-70466', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2003-08-13', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-03-000043', 'film_num': ['03839572', '03839571'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '6-30-2003 10Q FILING', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1060732800000]}",2003-08-13,True
11,0000277595-03-000051,https://www.sec.gov/Archives/edgar/data/0000003146/000027759503000051/0000277595-03-000051.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000027759503000051/tenq903.htm,,2003-09-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2003-09-30_10-Q_0000277595-03-000051.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2003-09-30_10-Q_0000277595-03-000051.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-03-000051:tenq903.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2003-09-30', 'root_form': '10-Q', 'file_num': ['001-07810', '033-70466'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2003-11-14', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-03-000051', 'film_num': ['031000643', '031000644'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '9/30/2003 ENERGEN CORPORATION 10Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1068768000000]}",2003-11-14,True
12,0000277595-04-000016,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000016/0000277595-04-000016.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000016/tenq304filingcopy.htm,,2004-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2004-03-31_10-Q_0000277595-04-000016.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2004-03-31_10-Q_0000277595-04-000016.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-04-000016:tenq304filingcopy.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2004-03-31', 'root_form': '10-Q', 'file_num': ['033-70466', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2004-05-07', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-04-000016', 'film_num': ['04787931', '04787930'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'ENERGEN CORPORATION 3/31/04 10Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1083888000000]}",2004-05-07,True
13,0000277595-04-000031,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000031/0000277595-04-000031.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000031/tenq604.htm,,2004-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2004-06-30_10-Q_0000277595-04-000031.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2004-06-30_10-Q_0000277595-04-000031.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-04-000031:tenq604.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2004-06-30', 'root_form': '10-Q', 'file_num': ['033-70466', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2004-08-05', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-04-000031', 'film_num': ['04954715', '04954714'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'ENERGEN CORPORATION 6/30/04 FORM 10Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1091664000000]}",2004-08-05,True
14,0000277595-04-000046,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000046/0000277595-04-000046.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759504000046/tenq904filingcopy.htm,,2004-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2004-09-30_10-Q_0000277595-04-000046.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2004-09-30_10-Q_0000277595-04-000046.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-04-000046:tenq904filingcopy.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2004-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2004-11-08', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-04-000046', 'film_num': ['041124983', '041124982'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q DOCUMENT', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1099872000000]}",2004-11-08,True
15,0000277595-05-000024,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000024/0000277595-05-000024.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000024/tenq305filingcopy.htm,,2005-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2005-03-31_10-Q_0000277595-05-000024.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2005-03-31_10-Q_0000277595-05-000024.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-05-000024:tenq305filingcopy.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2005-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2005-05-09', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-05-000024', 'film_num': ['05811803', '05811802'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'ENERGEN CORPORATION 10Q 3/31/05', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1115596800000]}",2005-05-09,True
16,0000277595-05-000044,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000044/0000277595-05-000044.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000044/tenq605filingcopy.htm,,2005-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2005-06-30_10-Q_0000277595-05-000044.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2005-06-30_10-Q_0000277595-05-000044.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-05-000044:tenq605filingcopy.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2005-06-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2005-08-08', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-05-000044', 'film_num': ['051005125', '051005124'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q JUNE 30, 2005', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1123459200000]}",2005-08-08,True
17,0000277595-05-000050,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000050/0000277595-05-000050.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759505000050/tenq905filingcopy.htm,,2005-09-03,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2005-09-03_10-Q_0000277595-05-000050.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2005-09-03_10-Q_0000277595-05-000050.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-05-000050:tenq905filingcopy.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2005-09-03', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2005-11-09', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0000277595-05-000050', 'film_num': ['051187320', '051187319'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q, SEPTEMBER 30, 2005', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1131494400000]}",2005-11-09,True
18,0001193125-06-105187,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506105187/0001193125-06-105187.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506105187/d10q.htm,,2006-03-31,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2006-03-31_10-Q_0001193125-06-105187.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2006-03-31_10-Q_0001193125-06-105187.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-06-105187:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2006-03-31', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2006-05-09', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-06-105187', 'film_num': ['06820249', '06820250'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1147132800000]}",2006-05-09,True
19,0001193125-06-164025,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506164025/0001193125-06-164025.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506164025/d10q.htm,,2006-06-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2006-06-30_10-Q_0001193125-06-164025.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2006-06-30_10-Q_0001193125-06-164025.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-06-164025:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2006-06-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2006-08-08', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-06-164025', 'film_num': ['061010441', '061010442'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1154995200000]}",2006-08-08,True
20,0001193125-06-226826,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506226826/0001193125-06-226826.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312506226826/d10q.htm,,2006-09-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2006-09-30_10-Q_0001193125-06-226826.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2006-09-30_10-Q_0001193125-06-226826.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-06-226826:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2006-09-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2006-11-07', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-06-226826', 'film_num': ['061194722', '061194723'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1162857600000]}",2006-11-07,True
21,0001193125-07-107830,https://www.sec.gov/Archives/edgar/data/0000003146/000119312507107830/0001193125-07-107830.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312507107830/d10q.htm,,2007-03-31,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2007-03-31_10-Q_0001193125-07-107830.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2007-03-31_10-Q_0001193125-07-107830.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-07-107830:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2007-03-31', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2007-05-09', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-07-107830', 'film_num': ['07831481', '07831482'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q FOR QUARTERLY PERIOD ENDED MARCH 31, 2007', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1178668800000]}",2007-05-09,True
